15,2,1,0,0,1,5,0,1
7,3,1,16,0,1,4,0,1
7,3,1,24,0,1,3,0,1
7,3,1,32,0,1,3,0,1
7,3,1,40,0,1,3,0,1
63,20,1,48,0,0,0,0,0
23,31,1,112,0,4,5,0,1
23,29,1,136,0,0,0,0,0
23,29,1,160,0,0,0,0,0
23,31,1,184,0,4,5,0,1
23,28,1,208,0,0,0,0,0
23,30,1,232,0,4,5,0,1
23,30,1,256,0,4,5,0,1
23,30,1,280,0,4,5,0,1
23,31,1,0,32,4,5,0,1
23,29,1,24,32,0,0,0,0
23,29,1,48,32,0,0,0,0
23,31,1,72,32,4,5,0,1
23,28,1,96,32,0,0,0,0
23,30,1,120,32,4,5,0,1
23,29,1,144,32,0,0,0,0
23,30,1,168,32,4,5,0,1
23,29,1,192,32,0,0,0,0
23,31,1,216,32,4,5,2,1
23,31,1,240,32,4,5,2,1
23,30,1,264,32,4,5,2,1
23,30,1,288,32,4,5,0,1
23,30,1,0,64,4,5,0,1
23,27,1,24,64,0,0,0,0
23,22,1,48,64,0,0,0,0
23,19,1,72,64,0,0,0,0
23,21,1,96,64,0,0,0,0
23,21,1,120,64,0,0,0,0
23,18,1,144,64,0,0,0,0
23,23,1,168,64,0,0,0,0
23,29,1,192,64,0,0,0,0
23,26,1,216,64,0,0,0,0
23,20,1,240,64,0,0,0,0
31,23,1,264,64,1,1,0,1
23,24,1,296,64,0,0,0,0
23,12,1,0,96,0,0,0,0
23,12,1,24,96,0,0,0,0
23,12,1,48,96,0,0,0,0
31,29,1,72,96,0,0,0,0
31,30,1,104,96,4,13,0,1
31,28,1,136,96,0,0,0,0
23,39,1,168,96,4,5,0,9
23,39,1,192,96,4,5,0,9
31,29,1,216,96,0,0,0,0
31,30,1,248,96,4,13,0,1
15,15,1,280,96,2,3,2,3
15,15,1,296,96,2,3,2,3
15,15,1,0,136,2,3,2,3
15,15,1,16,136,2,3,2,3
15,15,1,32,136,2,3,2,3
15,15,1,48,136,2,3,2,3
23,30,1,64,136,4,5,4,4
23,26,1,88,136,4,5,4,1
23,30,1,112,136,4,5,4,4
23,26,1,136,136,4,5,0,1
23,25,1,160,136,0,0,0,0
23,26,1,184,136,0,0,0,0
23,26,1,208,136,4,5,0,1
23,30,1,232,136,0,0,0,0
23,27,1,256,136,0,0,0,0
23,30,1,280,136,0,0,0,0
23,36,2,0,0,0,0,0,0
23,36,2,24,0,4,5,0,10
23,31,2,48,0,4,5,0,1
23,29,2,72,0,0,0,0,0
31,28,2,96,0,4,13,0,2
31,30,2,128,0,4,13,0,4
23,31,2,160,0,4,5,0,1
23,31,2,184,0,4,5,0,1
23,31,2,208,0,4,5,0,1
23,31,2,232,0,4,5,0,1
23,31,2,256,0,4,5,0,1
15,36,2,280,0,0,0,0,0
15,36,2,296,0,0,0,0,0
23,17,2,0,37,0,0,0,0
23,15,2,24,37,1,1,0,1
23,20,2,48,37,0,0,0,0
15,26,2,72,37,0,0,0,0
23,17,2,88,37,0,0,0,0
