"Miragia"
".\music\k4t04.imf"
48,1104,1
84,75
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,0
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,0
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,0
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,0
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
0,1,1085
