"What's up, Doc?"
".\music\k6t02.imf"
16,176,1
65,42
0,0,864
0,0,882
0,0,900
0,0,918
0,0,936
0,0,954
0,0,972
0,0,990
0,0,1008
0,0,1026
0,0,1044
0,0,1188
0,0,1622
0,1640,0
1660,0,0
1687,0,3388
0,0,3388
0,0,3406
0,0,3388
2916,0,3406
0,0,3406
0,0,3406
0,0,1838
0,1856,0
0,0,3406
0,0,3406
0,0,3406
0,0,1206
0,0,1224
0,0,1242
0,0,1260
0,0,1278
0,0,2054
0,2071,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
0,0,0
0,0,865
0,0,883
0,0,901
0,0,919
0,0,937
0,0,955
0,0,973
0,0,991
0,0,1009
0,0,1027
0,0,1045
1297,0,1063
0,0,1623
0,1640,0
1660,0,0
1687,0,3389
0,0,3389
0,0,3407
2916,0,3389
0,0,3407
2916,0,3407
0,0,3407
0,0,1838
0,1856,0
2954,0,3407
0,0,3407
0,0,3407
0,0,1207
0,0,1225
0,0,1243
2952,0,1261
0,0,1279
0,0,2054
0,2072,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
0,0,0
0,0,866
0,0,884
0,0,902
0,0,920
0,0,938
0,0,956
0,0,974
0,0,992
0,0,1010
0,0,1028
0,0,1046
0,0,1064
0,0,1622
0,1640,0
1660,0,0
1684,0,3390
0,0,3390
0,0,3408
0,0,3390
2916,0,3408
0,0,3408
0,0,3408
0,0,1838
0,1856,0
2919,0,3408
0,0,3408
0,0,3408
0,0,1208
0,0,1226
0,1854,1244
0,0,1262
0,0,1280
0,0,2054
0,2071,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
0,0,0
0,0,867
0,0,885
0,0,903
0,0,921
0,0,939
0,0,957
0,0,975
0,0,993
0,0,1011
0,0,1029
0,0,1047
0,0,1065
0,0,1623
0,1640,0
1660,0,0
1685,0,3391
0,0,3391
0,0,3409
0,1854,3391
0,0,3409
0,0,3409
0,2019,3409
0,2037,1838
0,1856,0
0,0,3409
0,0,3409
0,0,3409
2955,0,1209
0,1837,1227
0,1856,1245
0,0,1263
0,0,1281
0,0,2054
0,2071,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
0,0,0
0,0,868
0,0,886
0,0,904
0,0,922
0,0,940
0,0,958
0,0,976
0,0,994
0,0,1012
0,0,1030
0,0,1048
0,0,1066
0,0,1622
0,1640,0
1660,0,0
1687,0,3388
0,0,3388
0,1837,3406
0,1856,3388
0,0,3406
0,0,3406
0,0,3406
0,0,1838
0,1856,0
0,0,3406
0,0,3406
0,0,3406
2955,0,1210
0,1838,1228
0,1856,1246
0,0,1264
0,0,1282
0,0,2054
0,2072,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
0,0,0
0,0,869
0,0,887
0,0,905
0,0,923
0,0,941
0,0,959
0,0,977
0,0,995
0,0,1013
0,0,1031
0,0,1049
0,0,1067
0,0,1623
0,1640,0
1660,0,0
1735,1311,3389
0,0,3389
0,1838,3407
0,1856,3389
0,0,3407
0,0,3407
0,0,3407
0,0,1838
0,1856,0
0,0,3407
0,0,3407
0,0,3407
0,0,1211
0,1838,1229
0,1856,1247
0,0,1265
0,0,1283
0,0,2054
0,2071,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
0,0,0
0,0,870
0,0,888
0,0,906
0,0,924
0,0,942
0,0,960
0,0,978
0,0,996
0,0,1014
0,0,1032
2610,0,1050
0,0,1068
0,0,1622
0,1640,0
1660,0,0
1736,1311,3390
0,0,3390
0,1838,3408
0,1856,3390
0,0,3408
0,0,3408
0,0,3408
0,0,1838
0,1856,0
0,0,3408
0,0,3408
0,0,3408
0,0,1212
0,1838,1230
0,1856,1248
0,0,1266
0,0,1284
0,0,2054
0,2072,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
0,0,0
0,0,871
0,0,889
0,0,907
0,0,925
0,0,943
0,0,961
0,0,979
0,0,997
0,0,1015
2610,0,1033
0,0,1051
0,0,1069
0,0,1623
0,1640,0
1660,0,0
1735,1311,3391
0,0,3391
0,1838,3409
0,1856,3391
0,0,3409
0,0,3409
0,0,3409
0,0,1838
0,1856,0
0,0,3409
0,0,3409
2917,0,3409
0,0,1213
0,1838,1231
0,1856,1249
0,0,1267
0,0,1285
0,0,2054
0,2071,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
0,0,0
0,0,872
0,0,890
2919,0,908
0,0,926
0,0,944
0,0,962
0,0,980
0,0,998
0,0,1016
2610,0,1034
0,0,1052
0,0,1070
0,0,1622
0,1640,0
1660,0,0
1736,1311,3388
0,0,3388
0,1838,3406
0,1856,3388
0,0,3406
0,0,3406
0,0,3406
0,0,1838
0,1856,0
0,0,3406
2917,0,3406
0,0,3406
0,0,1214
0,1838,1232
0,1857,1250
0,0,1268
0,0,1286
0,0,2054
0,2072,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
2149,0,0
2167,0,0
0,0,0
0,0,873
0,0,891
0,0,909
0,0,927
0,0,945
0,0,963
0,0,981
0,0,999
0,0,1017
0,0,1035
2610,0,1053
0,0,1071
0,0,1623
0,1640,0
1660,0,0
1687,0,3389
0,0,3389
0,1838,3407
0,1857,3389
0,0,3407
0,0,3407
0,0,3407
0,0,1838
0,1856,0
0,0,3407
0,0,3407
2917,0,3407
0,0,1215
0,1840,1233
0,1858,1251
0,0,1269
0,0,1287
0,0,2054
0,2071,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
2150,0,0
2168,0,0
0,0,0
0,0,874
0,0,892
0,0,910
0,0,928
0,0,946
0,0,964
0,0,982
2272,0,1000
0,0,1018
0,0,1036
0,0,1054
0,0,1072
0,0,1622
0,1640,0
1660,0,0
1684,0,3390
0,0,3390
